X,Y,SHIFT,REPORT_DAT,CCN,OFFENSE,METHOD,DISTRICT
-76.98785084,38.83590465,EVENING,11/1/2023,23179340,ASSAULT W/DANGEROUS WEAPON,GUN,7
-77.00280546,38.9025226,DAY,11/8/2023,23183606,MOTOR VEHICLE THEFT,OTHERS,5
-76.97812939,38.88867948,MIDNIGHT,10/24/2023,23174917,ROBBERY,GUN,1
-76.94777631,38.90050408,DAY,10/26/2023,23176185,MOTOR VEHICLE THEFT,OTHERS,6
-77.0275641,38.90858201,DAY,10/30/2023,23178058,THEFT/OTHER,OTHERS,3
-77.03743423,38.92595084,DAY,11/10/2023,23424611,THEFT/OTHER,OTHERS,3
-76.9977691,38.90564626,DAY,11/16/2023,23424753,THEFT/OTHER,OTHERS,5
-77.05190543,38.9242076,DAY,11/1/2023,23179601,THEFT/OTHER,OTHERS,2
-77.03218296,38.92416011,MIDNIGHT,11/4/2023,23181200,HOMICIDE,GUN,3
-77.0204136,38.91113121,MIDNIGHT,11/7/2023,23182608,THEFT F/AUTO,OTHERS,3
-77.04085865,38.90520683,EVENING,10/27/2023,23176939,THEFT/OTHER,OTHERS,2
-77.02346476,38.90088157,DAY,11/6/2023,23182484,MOTOR VEHICLE THEFT,OTHERS,1
-76.96272283,38.85131539,EVENING,11/7/2023,23182582,THEFT F/AUTO,OTHERS,7
-77.02628862,38.90369635,DAY,11/8/2023,23183561,MOTOR VEHICLE THEFT,OTHERS,2
-76.95615686,38.89546524,DAY,11/14/2023,23186727,THEFT/OTHER,OTHERS,6
-77.03111245,38.90913729,DAY,11/2/2023,23424238,THEFT/OTHER,OTHERS,3
-77.00128757,38.87489619,MIDNIGHT,11/15/2023,23424722,THEFT/OTHER,OTHERS,1
-77.00586671,38.87376838,DAY,11/15/2023,23187427,MOTOR VEHICLE THEFT,OTHERS,1
-76.92813915,38.88082125,EVENING,10/30/2023,23178698,BURGLARY,OTHERS,6
-77.03273216,38.92952468,EVENING,11/10/2023,23184403,THEFT/OTHER,OTHERS,3
-77.01990292,38.91187188,DAY,11/6/2023,23182368,THEFT F/AUTO,OTHERS,3
-76.97566879,38.89612061,EVENING,10/22/2023,23174241,MOTOR VEHICLE THEFT,OTHERS,5
-76.96997448,38.85582972,DAY,11/4/2023,23181332,THEFT F/AUTO,OTHERS,7
-76.95100801,38.90170405,EVENING,10/30/2023,23178733,THEFT/OTHER,OTHERS,6
-76.98741271,38.8920192,DAY,11/9/2023,23424538,THEFT/OTHER,OTHERS,1
-77.03647037,38.92981571,DAY,11/15/2023,23187391,BURGLARY,OTHERS,3
-77.058879,38.93620283,DAY,11/5/2023,23181881,THEFT/OTHER,OTHERS,2
-76.994979,38.88200366,EVENING,11/6/2023,23182128,THEFT/OTHER,GUN,1
-76.94394869,38.89973961,DAY,11/6/2023,23182489,THEFT/OTHER,OTHERS,6
-77.00501805,38.87648904,DAY,10/23/2023,23174600,THEFT F/AUTO,OTHERS,1
-77.02649444,38.98042486,DAY,11/11/2023,23185230,THEFT F/AUTO,OTHERS,4
-77.02599252,38.91811823,MIDNIGHT,10/22/2023,23173882,ROBBERY,GUN,3
-77.02687382,38.92877317,DAY,11/2/2023,23424243,THEFT/OTHER,OTHERS,3
-77.01367501,38.91112859,MIDNIGHT,11/13/2023,23186086,MOTOR VEHICLE THEFT,OTHERS,3
-77.04256708,38.90375065,DAY,11/4/2023,23181358,THEFT/OTHER,OTHERS,2
-76.97216661,38.92284736,DAY,11/9/2023,23184091,BURGLARY,OTHERS,5
-77.02972936,38.93543547,DAY,11/7/2023,23424377,THEFT F/AUTO,OTHERS,4
-77.02753998,38.9237706,EVENING,11/10/2023,23184878,THEFT F/AUTO,OTHERS,3
-76.98222362,38.86854576,DAY,11/14/2023,23186861,THEFT F/AUTO,OTHERS,6
-76.97899948,38.88410872,DAY,11/17/2023,23188518,MOTOR VEHICLE THEFT,OTHERS,1
-77.04946294,38.90527296,EVENING,11/3/2023,23180499,THEFT/OTHER,OTHERS,2
-77.00295624,38.87701331,DAY,11/7/2023,23183042,THEFT F/AUTO,OTHERS,1
-76.9686911,38.86551623,DAY,10/30/2023,23178382,MOTOR VEHICLE THEFT,OTHERS,6
-76.99669248,38.8480698,DAY,11/16/2023,23187893,THEFT F/AUTO,OTHERS,7
-77.05276754,38.91060842,EVENING,10/22/2023,23424085,THEFT/OTHER,OTHERS,2
-77.02872889,38.92967185,EVENING,10/28/2023,23424155,THEFT/OTHER,OTHERS,3
-77.08801866,38.90951059,MIDNIGHT,10/25/2023,23175517,THEFT F/AUTO,OTHERS,2
-77.024749,38.93573012,DAY,11/6/2023,23424352,THEFT/OTHER,OTHERS,4
-76.99750186,38.95484154,DAY,11/1/2023,23179770,THEFT/OTHER,OTHERS,4
-77.025732,38.92538639,EVENING,11/2/2023,23180421,THEFT/OTHER,OTHERS,3
-77.03387197,38.92541089,EVENING,11/1/2023,23179886,ROBBERY,OTHERS,3
-77.0098072,38.95167205,EVENING,11/3/2023,23180989,THEFT/OTHER,OTHERS,4
-77.05236209,38.90331454,DAY,10/29/2023,23178037,THEFT/OTHER,OTHERS,2
-77.04664548,38.90623968,EVENING,10/23/2023,23174745,MOTOR VEHICLE THEFT,OTHERS,2
-77.02498673,38.90087495,DAY,11/1/2023,23179232,THEFT/OTHER,OTHERS,2
-77.06882199,38.97127786,DAY,11/3/2023,23180825,THEFT F/AUTO,OTHERS,2
-76.97988312,38.88665134,DAY,11/17/2023,23188447,THEFT F/AUTO,OTHERS,1
-77.03492837,38.95728948,DAY,11/12/2023,23185768,THEFT F/AUTO,OTHERS,4
-76.95282138,38.90666939,MIDNIGHT,11/13/2023,23186119,MOTOR VEHICLE THEFT,OTHERS,6
-77.02776175,38.96437072,MIDNIGHT,11/14/2023,23186656,ROBBERY,GUN,4
-77.02141947,38.97060756,MIDNIGHT,11/15/2023,23187257,THEFT F/AUTO,OTHERS,4
-77.04085865,38.90520683,DAY,11/15/2023,23187458,THEFT/OTHER,OTHERS,0
-77.08102511,38.95156862,DAY,11/9/2023,23184204,THEFT/OTHER,OTHERS,2
-76.98149834,38.88410874,MIDNIGHT,10/26/2023,23176138,THEFT F/AUTO,OTHERS,1
-77.07098484,38.94969097,EVENING,11/2/2023,23424265,THEFT F/AUTO,OTHERS,2
-77.02861103,38.93974955,DAY,11/9/2023,23184261,THEFT F/AUTO,OTHERS,4
-77.05808284,38.93483207,DAY,11/11/2023,23185330,THEFT/OTHER,OTHERS,2
-76.99785674,38.87753353,MIDNIGHT,11/11/2023,23185078,ROBBERY,OTHERS,1
-77.01311321,38.90076716,EVENING,10/30/2023,23178704,THEFT/OTHER,OTHERS,1
-77.09578393,38.9451341,DAY,10/23/2023,23174445,THEFT F/AUTO,OTHERS,2
-77.03985046,38.9170118,DAY,10/31/2023,23179113,THEFT F/AUTO,OTHERS,3
-76.97424999,38.87302331,DAY,11/8/2023,23424441,THEFT/OTHER,OTHERS,6
-77.00280438,38.90133197,DAY,11/10/2023,23424595,THEFT F/AUTO,OTHERS,1
-76.98264047,38.87916119,DAY,11/3/2023,23180735,THEFT/OTHER,OTHERS,1
-77.02390985,38.93763474,DAY,11/9/2023,23184216,MOTOR VEHICLE THEFT,OTHERS,4
-77.04360926,38.90993522,EVENING,10/29/2023,23424177,THEFT/OTHER,OTHERS,2
-77.03500556,38.95188098,DAY,11/16/2023,23188001,THEFT F/AUTO,OTHERS,4
-77.02497746,38.89613926,EVENING,11/7/2023,23183225,THEFT/OTHER,OTHERS,2
-77.03743423,38.92595084,MIDNIGHT,11/9/2023,23184043,ROBBERY,GUN,3
-77.03644622,38.9394292,DAY,11/13/2023,23186257,ROBBERY,GUN,4
-77.02090793,38.90181965,EVENING,11/15/2023,23187504,MOTOR VEHICLE THEFT,OTHERS,1
-76.95282138,38.90666939,EVENING,11/10/2023,23184522,MOTOR VEHICLE THEFT,OTHERS,6
-76.99410558,38.91012491,MIDNIGHT,11/5/2023,23181693,MOTOR VEHICLE THEFT,OTHERS,5
-77.06282459,38.90560912,EVENING,11/8/2023,23183821,THEFT/OTHER,OTHERS,2
-77.00130926,38.90133308,EVENING,11/9/2023,23183860,THEFT/OTHER,OTHERS,5
-76.94696715,38.89335727,DAY,11/11/2023,23185278,MOTOR VEHICLE THEFT,OTHERS,6
-77.02294586,38.91483786,DAY,11/11/2023,23185212,THEFT F/AUTO,OTHERS,3
-76.9486391,38.90176555,DAY,11/12/2023,23185664,MOTOR VEHICLE THEFT,OTHERS,6
-77.02960343,38.90965737,MIDNIGHT,10/27/2023,23176704,ROBBERY,OTHERS,3
-76.96244504,38.85430545,DAY,11/11/2023,23185328,THEFT/OTHER,OTHERS,6
-77.02703954,38.9162939,MIDNIGHT,11/13/2023,23186120,THEFT F/AUTO,OTHERS,3
-77.00130926,38.90133308,DAY,11/4/2023,23181380,MOTOR VEHICLE THEFT,OTHERS,5
-77.04343368,38.91299389,EVENING,10/29/2023,23178095,ROBBERY,OTHERS,2
-77.03325664,38.90965936,MIDNIGHT,11/8/2023,23183387,THEFT/OTHER,OTHERS,2
-76.97266548,38.86982995,MIDNIGHT,11/10/2023,23184652,ROBBERY,GUN,6
-76.98354747,38.90968879,MIDNIGHT,11/12/2023,23185641,THEFT/OTHER,OTHERS,5
-77.02091364,38.89613852,MIDNIGHT,11/13/2023,23186123,ROBBERY,GUN,1
-77.03195322,38.91665119,DAY,10/23/2023,23173888,THEFT/OTHER,OTHERS,3
-77.06279614,38.90458633,DAY,10/22/2023,23174047,THEFT/OTHER,OTHERS,2
-77.01367634,38.90964852,MIDNIGHT,10/24/2023,23174932,MOTOR VEHICLE THEFT,OTHERS,3
-77.03272893,38.94134438,MIDNIGHT,10/26/2023,23176011,MOTOR VEHICLE THEFT,OTHERS,4
-77.06119569,38.94018853,DAY,10/27/2023,23176871,THEFT F/AUTO,OTHERS,2
-76.99616961,38.90021265,DAY,10/27/2023,23176910,THEFT F/AUTO,OTHERS,1
-77.04420743,38.94379545,DAY,10/27/2023,23176916,THEFT F/AUTO,OTHERS,4
-76.98365195,38.89751699,MIDNIGHT,10/28/2023,23177171,ROBBERY,OTHERS,5
-77.0249879,38.90685361,DAY,10/28/2023,23177427,THEFT/OTHER,OTHERS,3
-76.99809698,38.92733861,EVENING,10/29/2023,23177952,THEFT F/AUTO,OTHERS,5
-76.98155566,38.84654551,MIDNIGHT,10/30/2023,23178228,BURGLARY,OTHERS,7
-76.97621825,38.90307612,DAY,10/30/2023,23178565,ROBBERY,GUN,5
-77.06698895,38.96261128,EVENING,10/30/2023,23178567,THEFT F/AUTO,OTHERS,2
-77.02214456,38.87721259,MIDNIGHT,10/31/2023,23178950,THEFT/OTHER,OTHERS,1
-76.9869109,38.88284681,DAY,10/31/2023,23179010,MOTOR VEHICLE THEFT,OTHERS,1
-77.02128706,38.92369012,DAY,10/31/2023,23179026,THEFT F/AUTO,OTHERS,3
-77.0034228,38.96444702,EVENING,11/4/2023,23424302,THEFT/OTHER,OTHERS,4
-77.0266021,38.95625977,DAY,11/6/2023,23424335,THEFT/OTHER,OTHERS,4
-77.03139393,38.90661263,DAY,11/8/2023,23424433,THEFT F/AUTO,OTHERS,3
-77.06119569,38.94018853,DAY,11/16/2023,23424765,THEFT/OTHER,OTHERS,2
-77.01709922,38.96993067,DAY,11/19/2023,23424907,THEFT/OTHER,OTHERS,4
-77.00588246,38.87885221,EVENING,11/14/2023,23186549,MOTOR VEHICLE THEFT,OTHERS,1
-76.9706425,38.86528504,MIDNIGHT,11/14/2023,23186612,MOTOR VEHICLE THEFT,OTHERS,6
-76.97678166,38.87045869,MIDNIGHT,11/14/2023,23186777,HOMICIDE,GUN,6
-77.04254499,38.9148429,DAY,11/14/2023,23186933,MOTOR VEHICLE THEFT,OTHERS,2
-77.09683709,38.93458145,EVENING,11/17/2023,23188069,THEFT F/AUTO,OTHERS,2
-77.03079341,38.89735418,MIDNIGHT,11/17/2023,23188145,THEFT/OTHER,OTHERS,2
-77.00462023,38.83206192,MIDNIGHT,11/17/2023,23188295,ASSAULT W/DANGEROUS WEAPON,GUN,7
-76.94488249,38.90563046,MIDNIGHT,11/18/2023,23188842,SEX ABUSE,OTHERS,6
-77.05190543,38.9242076,EVENING,11/18/2023,23189027,THEFT/OTHER,OTHERS,2
-76.99375788,38.9215925,EVENING,11/19/2023,23189266,THEFT/OTHER,OTHERS,5
-76.96393267,38.87075099,DAY,11/19/2023,23189565,THEFT/OTHER,OTHERS,0
-77.06657131,38.9616743,DAY,11/20/2023,23190058,THEFT/OTHER,OTHERS,2
-77.03328634,38.91919369,DAY,10/23/2023,23174502,MOTOR VEHICLE THEFT,OTHERS,3
-76.98944736,38.92766794,DAY,10/23/2023,23174567,THEFT F/AUTO,OTHERS,5
-76.98514337,38.88776473,EVENING,10/24/2023,23174853,ASSAULT W/DANGEROUS WEAPON,GUN,1
-77.01060512,38.91557399,DAY,10/24/2023,23175080,THEFT F/AUTO,OTHERS,3
-77.00608118,38.96853396,DAY,10/26/2023,23176301,ROBBERY,GUN,4
-77.00026453,38.9564863,DAY,10/27/2023,23176734,THEFT F/AUTO,OTHERS,4
-77.01391472,38.93123452,DAY,10/27/2023,23176842,THEFT F/AUTO,OTHERS,4
-77.02660235,38.94613321,EVENING,10/27/2023,23177045,ASSAULT W/DANGEROUS WEAPON,OTHERS,4
-77.00588929,38.90724332,DAY,11/18/2023,23189050,THEFT F/AUTO,OTHERS,5
-77.02837726,38.92475988,MIDNIGHT,11/19/2023,23189468,THEFT F/AUTO,OTHERS,3
-76.9177856,38.89190014,MIDNIGHT,11/20/2023,23189954,ROBBERY,GUN,6
-76.99111984,38.93402912,DAY,11/20/2023,23190127,THEFT/OTHER,OTHERS,5
-77.00990263,38.87296581,MIDNIGHT,10/29/2023,23177793,ASSAULT W/DANGEROUS WEAPON,GUN,1
-77.02458571,38.93815618,DAY,10/29/2023,23178015,THEFT F/AUTO,OTHERS,4
-77.02971038,38.92310373,EVENING,10/29/2023,23178122,THEFT/OTHER,OTHERS,3
-76.98007376,38.91719616,DAY,10/30/2023,23178461,MOTOR VEHICLE THEFT,OTHERS,5
-77.0275628,38.92074074,EVENING,10/30/2023,23178212,THEFT F/AUTO,OTHERS,3
-76.98887355,38.91178269,MIDNIGHT,10/30/2023,23178270,ROBBERY,OTHERS,5
-76.95448172,38.88548335,DAY,10/30/2023,23178385,THEFT/OTHER,GUN,6
-76.98816017,38.86641744,DAY,10/30/2023,23178450,THEFT F/AUTO,OTHERS,7
-76.98364829,38.89891184,DAY,10/30/2023,23178560,ASSAULT W/DANGEROUS WEAPON,OTHERS,5
-77.03078986,38.91261658,DAY,10/31/2023,23179186,THEFT F/AUTO,OTHERS,3
-77.02534445,38.9222995,DAY,11/2/2023,23180323,THEFT F/AUTO,OTHERS,3
-76.9869109,38.88284681,DAY,11/3/2023,23180801,THEFT F/AUTO,OTHERS,1
-77.08376739,38.96004671,DAY,11/3/2023,23180856,THEFT/OTHER,OTHERS,2
-76.95221982,38.86367928,EVENING,11/3/2023,23180920,THEFT/OTHER,OTHERS,6
-76.95494697,38.88879267,MIDNIGHT,11/4/2023,23181316,HOMICIDE,GUN,6
-76.93438889,38.87866219,MIDNIGHT,11/5/2023,23181745,BURGLARY,OTHERS,6
-77.02192044,38.91483787,DAY,11/5/2023,23181888,THEFT/OTHER,OTHERS,3
-77.00276747,38.88211137,EVENING,11/6/2023,23182148,ROBBERY,OTHERS,1
-76.92170782,38.88478838,DAY,11/6/2023,23182365,MOTOR VEHICLE THEFT,OTHERS,6
-77.04087789,38.92387768,DAY,11/6/2023,23182443,THEFT/OTHER,OTHERS,3
-77.0862118,38.94591852,DAY,11/9/2023,23184229,THEFT F/AUTO,OTHERS,0
-77.02395759,38.91699794,EVENING,11/10/2023,23184912,THEFT F/AUTO,OTHERS,3
-77.03516715,38.98993318,MIDNIGHT,11/13/2023,23186053,THEFT F/AUTO,OTHERS,4
-77.01803146,38.97298361,EVENING,11/13/2023,23186307,THEFT F/AUTO,OTHERS,4
-77.04166807,38.91224558,DAY,10/31/2023,23179007,THEFT F/AUTO,OTHERS,2
-76.96009911,38.92915825,DAY,11/1/2023,23179572,THEFT/OTHER,OTHERS,5
-77.01617584,38.9013325,EVENING,11/2/2023,23180498,THEFT F/AUTO,OTHERS,1
-77.00058116,38.890945,DAY,11/3/2023,23180727,BURGLARY,OTHERS,5
-76.97765987,38.87324493,DAY,11/3/2023,23180751,THEFT F/AUTO,OTHERS,6
-76.96997448,38.85582972,DAY,11/4/2023,23181354,THEFT F/AUTO,OTHERS,7
-77.02885199,38.91409804,DAY,11/4/2023,23181377,THEFT F/AUTO,OTHERS,3
-76.9799399,38.90155459,DAY,11/4/2023,23181420,THEFT/OTHER,OTHERS,5
-77.02599335,38.91756161,MIDNIGHT,11/5/2023,23181784,THEFT F/AUTO,OTHERS,3
-77.0055273,38.8792909,DAY,11/6/2023,23182373,MOTOR VEHICLE THEFT,OTHERS,1
-77.02313198,38.87897894,EVENING,11/7/2023,23182719,MOTOR VEHICLE THEFT,OTHERS,1
-76.97008544,38.86184359,EVENING,11/7/2023,23183060,ROBBERY,GUN,6
-76.97892157,38.84389198,MIDNIGHT,11/8/2023,23183386,ASSAULT W/DANGEROUS WEAPON,GUN,7
-77.00826341,38.87929416,DAY,11/8/2023,23183491,MOTOR VEHICLE THEFT,OTHERS,1
-76.94446489,38.86959956,MIDNIGHT,11/9/2023,23184026,THEFT F/AUTO,OTHERS,6
-77.00053907,38.87434209,DAY,11/9/2023,23184194,MOTOR VEHICLE THEFT,OTHERS,1
-77.01432715,38.97484567,EVENING,11/9/2023,23184307,THEFT/OTHER,OTHERS,4
-76.99219107,38.84469438,MIDNIGHT,11/10/2023,23184602,MOTOR VEHICLE THEFT,OTHERS,7
-76.98155566,38.84654551,EVENING,11/10/2023,23184860,THEFT F/AUTO,OTHERS,7
-77.02554831,38.87973748,DAY,11/13/2023,23185332,THEFT/OTHER,OTHERS,1
-77.00350971,38.91593214,DAY,11/12/2023,23185703,THEFT F/AUTO,OTHERS,5
-77.02502064,38.90324765,MIDNIGHT,11/13/2023,23186095,ROBBERY,GUN,3
-76.93858826,38.89113298,EVENING,11/17/2023,23188668,THEFT/OTHER,OTHERS,6
-77.03194745,38.96425191,DAY,11/11/2023,23185325,ROBBERY,OTHERS,4
-77.02407968,38.87835924,DAY,11/13/2023,23185392,THEFT/OTHER,OTHERS,1
-76.99376702,38.88531681,MIDNIGHT,11/12/2023,23185492,ROBBERY,OTHERS,1
-77.05190543,38.9242076,MIDNIGHT,11/12/2023,23185521,MOTOR VEHICLE THEFT,OTHERS,2
-76.99314249,38.9222244,EVENING,11/12/2023,23185827,THEFT/OTHER,OTHERS,5
-77.02962124,38.89783363,MIDNIGHT,11/13/2023,23186105,THEFT/OTHER,OTHERS,2
-76.98367436,38.86885393,DAY,11/13/2023,23186393,THEFT F/AUTO,OTHERS,6
-77.04085865,38.90520683,EVENING,11/13/2023,23186495,THEFT/OTHER,OTHERS,2
-76.96762175,38.85445748,DAY,11/14/2023,23186783,THEFT F/AUTO,OTHERS,7
-77.02813849,38.95969039,DAY,11/14/2023,23186929,THEFT/OTHER,OTHERS,4
-76.97596402,38.87011598,EVENING,11/15/2023,23187032,BURGLARY,OTHERS,6
-76.97511483,38.91729421,EVENING,11/15/2023,23187545,ROBBERY,GUN,5
-77.0083211,38.83147273,DAY,11/20/2023,23187887,MOTOR VEHICLE THEFT,OTHERS,7
-76.99186743,38.85934658,DAY,11/16/2023,23187934,MOTOR VEHICLE THEFT,OTHERS,7
-76.99019756,38.83291181,DAY,11/17/2023,23188446,BURGLARY,OTHERS,7
-77.0280867,38.91756248,DAY,11/17/2023,23188555,ROBBERY,KNIFE,3
-76.98798037,38.83730044,MIDNIGHT,11/20/2023,23189952,ASSAULT W/DANGEROUS WEAPON,GUN,7
-76.95805787,38.88979484,DAY,11/20/2023,23190038,MOTOR VEHICLE THEFT,OTHERS,6
-77.04236776,38.92163084,MIDNIGHT,11/21/2023,23190323,MOTOR VEHICLE THEFT,OTHERS,3
-77.02765652,38.96555083,MIDNIGHT,10/25/2023,23170953,HOMICIDE,OTHERS,4
-77.03885679,38.92073221,MIDNIGHT,10/24/2023,23171317,THEFT F/AUTO,OTHERS,3
-77.04256995,38.90566168,MIDNIGHT,10/22/2023,23173869,THEFT/OTHER,OTHERS,2
-76.9958484,38.92447255,MIDNIGHT,10/22/2023,23173912,ROBBERY,OTHERS,5
-77.03273256,38.93667872,MIDNIGHT,10/23/2023,23174144,THEFT/OTHER,OTHERS,4
-77.02360416,38.93162401,MIDNIGHT,10/23/2023,23174326,THEFT F/AUTO,OTHERS,4
-77.02038597,38.9140983,DAY,10/23/2023,23174605,THEFT F/AUTO,OTHERS,3
-77.0639982,38.90515888,EVENING,10/23/2023,23174787,THEFT/OTHER,OTHERS,2
-77.00204217,38.90313005,DAY,11/16/2023,23424770,THEFT/OTHER,OTHERS,5
-77.00784244,38.87648114,DAY,11/18/2023,23424812,THEFT/OTHER,OTHERS,1
-76.98551136,38.88205985,DAY,11/18/2023,23424838,THEFT/OTHER,OTHERS,1
-77.00280546,38.9025226,DAY,11/19/2023,23424897,THEFT/OTHER,OTHERS,5
-76.97715117,38.90372248,DAY,11/20/2023,23424927,THEFT F/AUTO,OTHERS,5
-76.98038889,38.89962291,DAY,10/24/2023,23175107,THEFT/OTHER,OTHERS,5
-77.02624078,38.93974822,DAY,10/25/2023,23175533,ROBBERY,GUN,4
-77.03325087,38.91335981,EVENING,10/26/2023,23176006,THEFT F/AUTO,OTHERS,3
-77.0355146,38.91700914,MIDNIGHT,10/27/2023,23176724,ROBBERY,KNIFE,3
-77.058879,38.93620283,DAY,10/27/2023,23176753,THEFT/OTHER,OTHERS,2
-76.98753027,38.90397448,EVENING,10/28/2023,23177141,MOTOR VEHICLE THEFT,OTHERS,5
-76.96753631,38.86006285,DAY,10/28/2023,23177439,THEFT/OTHER,OTHERS,6
-77.03424255,38.95409202,DAY,10/29/2023,23177956,MOTOR VEHICLE THEFT,OTHERS,4
-76.95947845,38.86892644,EVENING,10/30/2023,23178179,THEFT/OTHER,OTHERS,6
-77.06276559,38.90301484,DAY,10/30/2023,23178483,THEFT F/AUTO,OTHERS,2
-76.98201382,38.90221551,EVENING,10/30/2023,23178676,THEFT/OTHER,OTHERS,5
-77.04256708,38.90375065,EVENING,11/2/2023,23180457,THEFT/OTHER,OTHERS,2
-77.06391816,38.94487643,DAY,11/3/2023,23180753,THEFT/OTHER,OTHERS,2
-77.02628862,38.90369635,EVENING,11/3/2023,23180994,THEFT/OTHER,OTHERS,2
-77.01059877,38.91627231,EVENING,11/3/2023,23181041,MOTOR VEHICLE THEFT,OTHERS,3
-77.01857868,38.9317859,EVENING,11/5/2023,23181121,MOTOR VEHICLE THEFT,OTHERS,4
-76.92995051,38.87900484,MIDNIGHT,10/28/2023,23177278,THEFT F/AUTO,OTHERS,6
-76.98558564,38.85981804,DAY,10/28/2023,23177487,ASSAULT W/DANGEROUS WEAPON,OTHERS,7
-77.05588791,38.92595572,EVENING,10/28/2023,23177534,THEFT F/AUTO,OTHERS,2
-76.99632679,38.95066401,MIDNIGHT,10/29/2023,23177728,ROBBERY,OTHERS,4
-76.99375788,38.9215925,MIDNIGHT,10/30/2023,23178369,BURGLARY,OTHERS,5
-76.96857459,38.85574368,EVENING,10/31/2023,23178775,ASSAULT W/DANGEROUS WEAPON,GUN,7
-77.06693804,38.90509616,DAY,10/31/2023,23179172,THEFT F/AUTO,OTHERS,2
-77.0241728,38.93550504,EVENING,10/31/2023,23179282,THEFT/OTHER,OTHERS,4
-77.03273216,38.92952468,EVENING,11/3/2023,23180865,THEFT/OTHER,OTHERS,3
-77.00587661,38.8770132,DAY,11/4/2023,23181385,THEFT/OTHER,OTHERS,1
-76.93079681,38.87861435,EVENING,11/5/2023,23181612,ROBBERY,GUN,6
-77.00749418,38.90724602,DAY,11/5/2023,23181946,THEFT F/AUTO,OTHERS,5
-77.03272783,38.9477372,DAY,11/6/2023,23182374,BURGLARY,OTHERS,4
-77.01107201,38.83325606,EVENING,11/6/2023,23182611,MOTOR VEHICLE THEFT,OTHERS,0
-77.02397021,38.91371909,MIDNIGHT,11/7/2023,23182860,THEFT F/AUTO,OTHERS,3
-77.03848522,38.91298832,DAY,11/7/2023,23182982,MOTOR VEHICLE THEFT,OTHERS,3
-77.01755651,38.8802927,EVENING,11/8/2023,23183137,THEFT F/AUTO,OTHERS,1
-77.01261843,38.95559848,MIDNIGHT,11/4/2023,23181180,MOTOR VEHICLE THEFT,OTHERS,4
-77.05808284,38.93483207,EVENING,11/5/2023,23182121,THEFT/OTHER,OTHERS,2
-77.02458571,38.93815618,MIDNIGHT,11/6/2023,23182226,ROBBERY,OTHERS,4
-76.9931835,38.86226053,DAY,11/6/2023,23182509,ASSAULT W/DANGEROUS WEAPON,OTHERS,7
-77.03195412,38.91865635,EVENING,11/6/2023,23182558,THEFT F/AUTO,OTHERS,3
-76.95660267,38.92216438,EVENING,11/6/2023,23182573,ROBBERY,GUN,5
-77.02755376,38.90093076,EVENING,11/8/2023,23183766,THEFT F/AUTO,OTHERS,2
-77.00150945,38.92560145,EVENING,11/9/2023,23183832,THEFT/OTHER,OTHERS,5
-76.93262357,38.87648869,DAY,11/9/2023,23184213,THEFT/OTHER,OTHERS,6
-77.032472,38.92705647,DAY,11/9/2023,23184308,THEFT/OTHER,OTHERS,3
-77.02756239,38.9170067,MIDNIGHT,11/10/2023,23184323,THEFT/OTHER,OTHERS,3
-77.01062117,38.9002152,DAY,11/10/2023,23184836,MOTOR VEHICLE THEFT,OTHERS,1
-77.02384763,38.93333725,MIDNIGHT,11/12/2023,23185543,ROBBERY,GUN,4
-77.03273216,38.92952468,DAY,11/12/2023,23185813,THEFT/OTHER,OTHERS,3
-77.00629324,38.83952257,EVENING,11/13/2023,23186372,SEX ABUSE,OTHERS,0
-77.00394332,38.91260886,DAY,11/14/2023,23186931,THEFT/OTHER,OTHERS,5
-77.01432715,38.97484567,EVENING,11/15/2023,23187505,THEFT/OTHER,OTHERS,4
-77.04418254,38.90046272,EVENING,11/15/2023,23187520,THEFT/OTHER,OTHERS,2
-77.03181589,38.930608,MIDNIGHT,11/17/2023,23187890,THEFT F/AUTO,OTHERS,3
-76.94720847,38.90397662,EVENING,11/17/2023,23188158,MOTOR VEHICLE THEFT,OTHERS,6
-77.007472,38.90790804,EVENING,11/17/2023,23188678,THEFT/OTHER,OTHERS,5
-77.002473,38.9656988,DAY,11/18/2023,23189032,THEFT F/AUTO,OTHERS,4
-76.96999448,38.87320939,DAY,11/18/2023,23189119,THEFT F/AUTO,OTHERS,6
-77.05434084,38.92338683,MIDNIGHT,11/19/2023,23189499,THEFT/OTHER,OTHERS,2
-77.00435542,38.87701219,DAY,11/19/2023,23189610,THEFT/OTHER,OTHERS,1
-76.9958484,38.92447255,DAY,11/20/2023,23190051,BURGLARY,OTHERS,5
-76.94764978,38.89666367,DAY,11/1/2023,23179615,THEFT/OTHER,OTHERS,6
-77.07076136,38.95663595,EVENING,11/1/2023,23179871,THEFT F/AUTO,OTHERS,2
-77.0280883,38.89674517,EVENING,11/1/2023,23179910,THEFT/OTHER,OTHERS,2
-77.04176009,38.92329624,MIDNIGHT,11/3/2023,23180581,ROBBERY,OTHERS,3
-76.93455397,38.87760992,EVENING,11/3/2023,23180938,THEFT F/AUTO,OTHERS,6
-77.06755822,38.97401908,EVENING,11/3/2023,23180953,THEFT F/AUTO,OTHERS,2
-77.02191749,38.90034939,MIDNIGHT,11/4/2023,23181110,THEFT/OTHER,OTHERS,1
-76.92260498,38.88872248,EVENING,11/4/2023,23181326,MOTOR VEHICLE THEFT,OTHERS,6
